type_indicator,ex_name,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
var_mean_house_area,optimized_task_config_24,11,,,,274.3902906638473,3,7,6,1,8,1,10,2,kwaitlist,1.8,ver1,base,multi_list,2,house_type,,False
Rop,optimized_task_config_24,11,,,,429.0,3,7,6,1,8,1,10,2,kwaitlist,1.8,ver1,base,multi_list,2,house_type,,False
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,12,4.484166666666666,17.775454545454547,4.43,7.340294117647059,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,12,5.833333333333333,4.2727272727272725,5.0,5.333333333333333,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,12,1.0666666666666669,4.181818181818182,1.1,1.7450980392156863,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,12,,,,171.9316876585929,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,12,,,,241.0,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,13,1.6241666666666668,17.775454545454547,3.01,5.379509803921569,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,13,6.366666666666666,4.545454545454546,5.6,5.823529411764706,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,13,1.0666666666666669,3.0,1.1,1.4901960784313726,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,13,,,,156.71561691657053,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,13,,,,220.0,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,14,11.824666666666667,17.784545454545455,7.29875,12.222696078431373,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,14,3.1,4.2727272727272725,3.7,3.4705882352941178,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,14,1.8666666666666667,3.363636363636364,2.0,2.215686274509804,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,14,,,,172.51489993432014,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,14,,,,273.0,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,15,11.180333333333332,13.94818181818182,9.77725,11.50220588235294,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,15,2.7,4.363636363636363,2.3,2.980392156862745,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,15,1.6666666666666667,2.909090909090909,1.6,1.9215686274509804,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,15,,,,153.3603326749327,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,15,,,,244.0,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,16,12.576444444444444,31.14,3.858750000000001,14.870996732026144,3,8,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,16,2.4,2.090909090909091,3.1,2.4705882352941178,3,8,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,16,2.2333333333333334,1.3636363636363635,2.4,2.07843137254902,3,8,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,16,,,,248.387101416656,3,8,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,16,,,,419.0,3,8,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,17,10.631222222222222,27.37090909090909,4.093500000000001,12.959836601307188,4,9,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,17,3.5,2.8181818181818183,4.5,3.549019607843137,4,9,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,17,2.8666666666666667,2.636363636363636,3.0,2.843137254901961,4,9,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,17,,,,227.34129272929215,4,9,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,17,,,,354.0,4,9,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,18,6.553111111111111,9.837272727272728,5.621,7.078692810457516,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_housesize,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,18,4.666666666666667,5.727272727272728,4.3,4.823529411764706,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_housesize,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,18,2.2,4.2727272727272725,1.1,2.431372549019608,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_housesize,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,18,,,,131.1924832585758,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_housesize,,
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,18,,,,189.0,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_housesize,,
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,19,6.237277777777778,11.35909090909091,5.7,7.236633986928105,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_housesize,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,19,4.633333333333334,5.454545454545454,4.2,4.725490196078432,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_housesize,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,19,2.6333333333333333,4.636363636363637,1.4,2.823529411764706,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_housesize,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,19,,,,146.12906258063143,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_housesize,,
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,19,,,,193.0,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_housesize,,
mean_house_area,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,20,9.418333333333331,22.237272727272728,9.80375,12.25877450980392,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,20,6.733333333333333,6.181818181818182,6.8,6.627450980392157,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,20,5.9,5.454545454545454,6.7,5.96078431372549,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,20,,,,191.52334415449192,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,20,,,,263.0,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,21,10.07311111111111,21.28454545454545,5.662000000000001,11.626339869281049,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,21,6.533333333333333,6.090909090909091,7.4,6.607843137254902,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,21,5.966666666666667,5.454545454545454,7.1,6.078431372549019,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,21,,,,186.0212892178222,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,21,,,,297.0,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,22,10.255722222222222,22.883636363636363,5.66525,12.079297385620915,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.2, 0.3, 0.3, 0.2]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,22,3.633333333333333,4.363636363636363,4.1,3.882352941176471,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.2, 0.3, 0.3, 0.2]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,22,2.466666666666667,1.6363636363636365,3.2,2.431372549019608,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.2, 0.3, 0.3, 0.2]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,22,,,,207.53219766809772,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.2, 0.3, 0.3, 0.2]",
Rop,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,22,,,,321.0,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.2, 0.3, 0.3, 0.2]",
mean_house_area,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,23,12.603722222222222,9.837272727272728,7.656000000000001,11.0368954248366,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,23,3.1,5.363636363636363,3.5,3.6666666666666665,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,23,2.1,4.454545454545454,3.2,2.823529411764706,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,23,,,,133.23883973525136,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,23,,,,224.0,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_house_area,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,24,11.089277777777776,25.311818181818182,7.153499999999999,13.38516339869281,3,8,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,1,house_type,,
mean_wait_turn,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,24,2.333333333333333,2.4545454545454546,2.9,2.4705882352941178,3,8,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,1,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,24,1.5333333333333334,1.2727272727272727,1.6,1.4901960784313726,3,8,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,1,house_type,,
var_mean_house_area,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,24,,,,201.2326031868085,3,8,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,1,house_type,,
Rop,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,24,,,,303.0,3,8,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,1,house_type,,
mean_house_area,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,25,10.531833333333331,25.127272727272725,5.409000000000001,12.675392156862744,3,8,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,1,house_type,,
mean_wait_turn,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,25,3.6,3.090909090909091,4.9,3.7450980392156863,3,8,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,1,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,25,2.0,1.2727272727272727,2.7,1.9803921568627447,3,8,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,1,house_type,,
var_mean_house_area,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,25,,,,205.21334709566835,3,8,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,1,house_type,,
Rop,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,25,,,,309.0,3,8,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,1,house_type,,
mean_house_area,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,26,11.427,26.29090909090909,5.194999999999999,13.410980392156864,3,10,6,1,8,1,10,1,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,26,3.1666666666666665,3.090909090909091,4.7,3.450980392156863,3,10,6,1,8,1,10,1,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,26,2.2666666666666666,2.0,2.2,2.196078431372549,3,10,6,1,8,1,10,1,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,26,,,,223.78733386998584,3,10,6,1,8,1,10,1,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,26,,,,365.0,3,10,6,1,8,1,10,1,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_house_area,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,27,12.28482142857143,25.33090909090909,7.463500000000001,14.229591836734691,3,7,6,1,8,1,10,1,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,27,1.8928571428571428,2.090909090909091,2.4,2.0408163265306123,3,7,6,1,8,1,10,1,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,27,1.5,1.0909090909090908,2.2,1.5510204081632653,3,7,6,1,8,1,10,1,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,27,,,,208.55421718034157,3,7,6,1,8,1,10,1,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,27,,,,301.0,3,7,6,1,8,1,10,1,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,28,8.161166666666666,25.866363636363637,7.667750000000001,11.883186274509804,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_3h_p#singlelist,28,5.1,3.363636363636364,3.8,4.470588235294118,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_3h_p#singlelist,28,1.6666666666666667,1.3636363636363635,1.4,1.5490196078431373,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,28,,,,210.1826473231449,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_5t_3h_p#singlelist,28,,,,309.0,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,29,8.412555555555555,27.37,9.88325,12.789787581699343,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_3h_p#singlelist,29,4.666666666666667,3.1818181818181817,2.9,4.0,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_3h_p#singlelist,29,2.9,2.272727272727273,2.4,2.6666666666666665,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,29,,,,217.79834217982403,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_5t_3h_p#singlelist,29,,,,276.0,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,30,11.732277777777778,26.281818181818185,5.6925,13.686143790849671,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,30,3.033333333333333,2.8181818181818183,4.3,3.235294117647059,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,30,3.033333333333333,2.363636363636364,3.8,3.0392156862745097,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,30,,,,214.16381192703665,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,30,,,,332.0,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,31,11.802222222222222,21.90909090909091,6.595000000000001,12.96111111111111,3,9,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,31,3.066666666666667,3.909090909090909,4.2,3.4705882352941178,3,9,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,31,2.7333333333333334,2.363636363636364,3.2,2.7450980392156863,3,9,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,31,,,,192.7344550835149,3,9,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,31,,,,298.0,3,9,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,32,9.579888888888888,26.112727272727277,6.4425,12.53062091503268,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,32,5.433333333333334,4.636363636363637,5.4,5.254901960784314,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,32,4.1,3.4545454545454546,3.9,3.92156862745098,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,32,,,,211.6163983345081,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,32,,,,310.0,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
