type_indicator,ex_name,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,98,11.28611111111111,13.73,9.06725,11.378153594771245,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,98,3.2333333333333334,5.818181818181818,3.6,3.862745098039216,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,98,2.1,2.8181818181818183,3.1,2.450980392156863,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,98,,,,150.48656841812976,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,98,,,,231.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_5t_3h(step_num(t2_h3))_p#housetype_choose2,99,10.224222222222222,27.42090909090909,7.1217500000000005,13.32498366013072,3,10,3,3,5,2,10,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_5t_3h(step_num(t2_h3))_p#housetype_choose2,99,3.333333333333333,3.727272727272727,2.3,3.215686274509804,3,10,3,3,5,2,10,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_5t_3h(step_num(t2_h3))_p#housetype_choose2,99,2.6666666666666665,1.3636363636363635,1.9,2.235294117647059,3,10,3,3,5,2,10,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_5t_3h(step_num(t2_h3))_p#housetype_choose2,99,,,,225.7122110155282,3,10,3,3,5,2,10,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_5t_3h(step_num(t2_h3))_p#housetype_choose2,99,,,,333.0,3,10,3,3,5,2,10,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,
mean_house_area,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,100,14.937391304347829,32.812,6.265000000000001,17.334880952380953,3,6,6,1,8,1,10,3,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,100,1.8695652173913044,1.6,2.111111111111111,1.8571428571428568,3,6,6,1,8,1,10,3,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,100,1.608695652173913,1.1,1.8888888888888888,1.5476190476190477,3,6,6,1,8,1,10,3,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,100,,,,228.49798087207108,3,6,6,1,8,1,10,3,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,100,,,,258.0,3,6,6,1,8,1,10,3,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_house_area,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,101,12.813188405797105,29.93,10.859722222222224,16.470019841269842,3,6,6,1,8,1,10,3,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,101,2.0434782608695654,1.9,1.5555555555555556,1.9047619047619049,3,6,6,1,8,1,10,3,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,101,1.7391304347826086,1.1,1.3333333333333333,1.5,3,6,6,1,8,1,10,3,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,101,,,,222.5887359949767,3,6,6,1,8,1,10,3,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,101,,,,206.0,3,6,6,1,8,1,10,3,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,102,11.875777777777778,14.29818181818182,7.127249999999999,11.46717320261438,4,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,102,3.2666666666666666,5.0,4.2,3.823529411764706,4,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,102,2.6333333333333333,2.0,2.2,2.411764705882353,4,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,102,,,,162.0650722515913,4,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
Rop,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,102,,,,245.0,4,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,103,11.054611111111113,21.23454545454545,5.702,12.200751633986926,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,103,3.566666666666667,3.727272727272727,5.1,3.901960784313725,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,103,2.7,2.0,1.8,2.372549019607843,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,103,,,,186.25638707121195,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
Rop,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,103,,,,281.0,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
mean_house_area,ver1_nofilter_singlelist_5t_1h_p#singlelist,104,11.390666666666666,29.885454545454547,4.1585,13.961666666666666,1,10,1,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_1h_p#singlelist,104,4.033333333333333,3.090909090909091,6.1,4.235294117647059,1,10,1,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_1h_p#singlelist,104,1.9333333333333331,1.7272727272727273,1.6,1.8235294117647056,1,10,1,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_1h_p#singlelist,104,,,,234.338362962963,1,10,1,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_5t_1h_p#singlelist,104,,,,380.0,1,10,1,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_5t_1h_p#singlelist,105,9.660388888888887,27.454545454545453,9.6455,13.495424836601307,1,9,1,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_1h_p#singlelist,105,4.133333333333334,3.1818181818181817,3.6,3.823529411764706,1,9,1,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_1h_p#singlelist,105,2.966666666666667,2.636363636363636,3.1,2.92156862745098,1,9,1,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_1h_p#singlelist,105,,,,225.83574826722625,1,9,1,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_5t_1h_p#singlelist,105,,,,316.0,1,9,1,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,106,7.413666666666666,22.438181818181818,3.926250000000001,9.970441176470588,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,random_avg,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,106,4.3,4.727272727272728,4.7,4.470588235294118,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,random_avg,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,106,3.2333333333333334,2.727272727272727,4.3,3.333333333333333,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,random_avg,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,106,,,,200.94720684512373,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,random_avg,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,106,,,,310.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,random_avg,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,107,10.461777777777778,14.818181818181818,3.673000000000001,10.070261437908496,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,random_avg,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,107,3.8,5.545454545454546,4.5,4.313725490196078,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,random_avg,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,107,3.033333333333333,3.1818181818181817,4.5,3.3529411764705883,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,random_avg,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,107,,,,169.6473381669444,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,random_avg,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,107,,,,290.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,random_avg,"[0.3, 0.4, 0.3]",
mean_house_area,ver2_nofilter_multilist(2.1_k4)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,108,10.663944444444445,26.85181818181818,5.6045,13.163398692810455,3,10,6,1,8,1,10,4,kwaitlist,1.8,ver2,base,house_type,5,house_type,,
mean_wait_turn,ver2_nofilter_multilist(2.1_k4)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,108,3.2666666666666666,3.0,4.3,3.411764705882353,3,10,6,1,8,1,10,4,kwaitlist,1.8,ver2,base,house_type,5,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(2.1_k4)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,108,2.833333333333333,2.5454545454545454,3.0,2.803921568627451,3,10,6,1,8,1,10,4,kwaitlist,1.8,ver2,base,house_type,5,house_type,,
var_mean_house_area,ver2_nofilter_multilist(2.1_k4)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,108,,,,216.07237472339705,3,10,6,1,8,1,10,4,kwaitlist,1.8,ver2,base,house_type,5,house_type,,
Rop,ver2_nofilter_multilist(2.1_k4)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,108,,,,320.0,3,10,6,1,8,1,10,4,kwaitlist,1.8,ver2,base,house_type,5,house_type,,
mean_house_area,ver2_nofilter_multilist(2.1_k4)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,109,12.2681884057971,30.552,10.9,16.328293650793654,3,6,6,1,8,1,10,4,kwaitlist,1.8,ver2,base,house_type,5,house_type,,
mean_wait_turn,ver2_nofilter_multilist(2.1_k4)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,109,1.8695652173913044,2.0,1.8888888888888888,1.9047619047619049,3,6,6,1,8,1,10,4,kwaitlist,1.8,ver2,base,house_type,5,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(2.1_k4)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,109,1.6521739130434785,1.1,1.5555555555555556,1.5,3,6,6,1,8,1,10,4,kwaitlist,1.8,ver2,base,house_type,5,house_type,,
var_mean_house_area,ver2_nofilter_multilist(2.1_k4)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,109,,,,226.9033374984253,3,6,6,1,8,1,10,4,kwaitlist,1.8,ver2,base,house_type,5,house_type,,
Rop,ver2_nofilter_multilist(2.1_k4)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,109,,,,209.0,3,6,6,1,8,1,10,4,kwaitlist,1.8,ver2,base,house_type,5,house_type,,
mean_house_area,ver2_nofilter_multilist(2.4_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,110,14.88246376811594,29.528,7.248611111111111,16.733670634920635,3,6,6,1,8,1,10,2,kwaitlist,2.4,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(2.4_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,110,1.8695652173913044,1.6,1.7777777777777777,1.7857142857142858,3,6,6,1,8,1,10,2,kwaitlist,2.4,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(2.4_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,110,1.391304347826087,1.1,1.6666666666666667,1.380952380952381,3,6,6,1,8,1,10,2,kwaitlist,2.4,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(2.4_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,110,,,,222.27260902974615,3,6,6,1,8,1,10,2,kwaitlist,2.4,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(2.4_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,110,,,,242.0,3,6,6,1,8,1,10,2,kwaitlist,2.4,ver2,priority,house_type,3,house_type,,
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,111,13.402246376811592,29.610000000000003,9.699722222222222,16.4678373015873,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,1,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,111,1.6956521739130437,2.2,2.0,1.880952380952381,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,1,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,111,1.608695652173913,1.2,1.4444444444444444,1.4761904761904765,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,1,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,111,,,,215.94791365937576,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,1,house_type,,
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,111,,,,206.0,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,1,house_type,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,112,10.207555555555556,37.264545454545456,3.08,14.645816993464054,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,house_type,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,112,3.633333333333333,1.9090909090909087,5.6,3.647058823529412,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,house_type,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,112,3.6,1.0909090909090908,4.7,3.2745098039215685,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,house_type,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,112,,,,261.60127520398134,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,house_type,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,112,,,,398.0,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,house_type,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,113,10.259333333333332,41.34181818181818,2.9635,15.5328431372549,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,house_type,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,113,3.6,1.0909090909090908,5.8,3.4901960784313726,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,house_type,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,113,3.6,1.0909090909090908,4.4,3.215686274509804,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,house_type,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,113,,,,274.7237220363962,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,house_type,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,113,,,,431.0,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,house_type,,
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,114,9.955944444444444,22.98909090909091,8.230500000000001,12.428692810457516,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,114,6.1,6.0,6.8,6.215686274509804,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,114,5.166666666666667,4.454545454545454,5.3,5.03921568627451,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,114,,,,197.6549812977915,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,114,,,,276.0,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,115,8.452277777777779,22.815454545454543,10.24475,11.901683006535947,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,115,6.666666666666667,6.090909090909091,5.4,6.294117647058823,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,115,4.8,4.0,4.9,4.647058823529412,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,115,,,,191.12603043273955,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,115,,,,236.0,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,116,12.817738095238097,25.875454545454545,6.047499999999999,14.36738095238095,3,7,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_wait_turn,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,116,1.8571428571428568,1.7272727272727273,3.0,2.061224489795918,3,7,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,116,1.2857142857142858,1.181818181818182,2.0,1.4081632653061225,3,7,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
var_mean_house_area,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,116,,,,213.51026360544216,3,7,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
Rop,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,116,,,,312.0,3,7,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_house_area,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,117,11.531884057971014,30.753,11.006111111111112,15.995674603174605,3,6,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_wait_turn,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,117,1.7826086956521738,1.6,1.6666666666666667,1.7142857142857142,3,6,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,117,1.2173913043478262,1.1,1.4444444444444444,1.238095238095238,3,6,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
var_mean_house_area,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,117,,,,223.13681918776768,3,6,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
Rop,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,117,,,,177.0,3,6,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_house_area,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,118,13.471086956521738,33.987,7.65888888888889,17.110357142857143,3,6,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_wait_turn,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,118,1.826086956521739,1.6,2.111111111111111,1.8333333333333333,3,6,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,118,1.391304347826087,1.4,1.7777777777777777,1.4761904761904765,3,6,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
var_mean_house_area,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,118,,,,232.2067579743008,3,6,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
Rop,ver2_nofilter_multilist(2.1_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,118,,,,226.0,3,6,6,1,8,1,10,1,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
