,ex_name,multi_ex,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
var_mean_house_area,optimized_task_config_63,False,187.0,,,,125.97851028472223,3.0,4.0,7.0,1.0,9.0,3.0,12.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,
Rop,optimized_task_config_63,False,187.0,,,,6.0,3.0,4.0,7.0,1.0,9.0,3.0,12.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,
mean_house_area,optimized_task_config_65,False,32.0,10.331833333333334,26.00181818181818,8.423750000000002,13.337500000000002,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,1.2,ver2,base,house_type,5.0,house_type,,False
mean_wait_turn,optimized_task_config_65,False,32.0,3.033333333333333,2.4545454545454546,2.9,2.8823529411764706,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,1.2,ver2,base,house_type,5.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_65,False,32.0,2.2666666666666666,2.1818181818181817,2.2,2.235294117647059,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,1.2,ver2,base,house_type,5.0,house_type,,False
var_mean_house_area,optimized_task_config_65,False,32.0,,,,209.537329003268,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,1.2,ver2,base,house_type,5.0,house_type,,False
Rop,optimized_task_config_65,False,32.0,,,,298.0,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,1.2,ver2,base,house_type,5.0,house_type,,False
mean_house_area,optimized_task_config_66,False,183.0,10.566555555555556,19.85727272727273,8.659,12.196405228758172,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
mean_wait_turn,optimized_task_config_66,False,183.0,3.2,2.909090909090909,2.9,3.07843137254902,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_66,False,183.0,2.3,2.8181818181818183,1.7,2.294117647058824,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
var_mean_house_area,optimized_task_config_66,False,183.0,,,,200.5613417617156,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
Rop,optimized_task_config_66,False,183.0,,,,278.0,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
mean_house_area,optimized_task_config_67,False,272.0,8.963166666666666,23.90272727272727,10.7755,12.540784313725489,3.0,8.0,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_67,False,272.0,6.333333333333333,5.727272727272728,4.9,5.921568627450981,3.0,8.0,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_67,False,272.0,5.866666666666666,5.363636363636363,4.8,5.549019607843137,3.0,8.0,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_67,False,272.0,,,,202.6817041506472,3.0,8.0,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
Rop,optimized_task_config_67,False,272.0,,,,233.0,3.0,8.0,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_68,False,193.0,11.45022222222222,21.91,8.3245,13.093366013071895,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_wait_turn,optimized_task_config_68,False,193.0,3.4,2.636363636363636,2.9,3.1372549019607843,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_68,False,193.0,2.6666666666666665,2.5454545454545454,2.0,2.5098039215686274,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
var_mean_house_area,optimized_task_config_68,False,193.0,,,,195.9860089858601,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
Rop,optimized_task_config_68,False,193.0,,,,299.0,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_house_area,optimized_task_config_69,False,153.0,9.887111111111112,18.55363636363636,10.67775,11.911388888888888,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_wait_turn,optimized_task_config_69,False,153.0,3.7,3.909090909090909,2.1,3.431372549019608,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_69,False,153.0,3.066666666666667,3.909090909090909,1.9,3.019607843137255,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
var_mean_house_area,optimized_task_config_69,False,153.0,,,,184.3243333787219,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
Rop,optimized_task_config_69,False,153.0,,,,257.0,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_house_area,optimized_task_config_70,False,81.0,10.317333333333332,22.966363636363635,9.37425,12.86063725490196,3.0,9.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_wait_turn,optimized_task_config_70,False,81.0,2.933333333333333,2.727272727272727,2.6,2.823529411764706,3.0,9.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_70,False,81.0,2.0,1.818181818181818,1.6,1.8823529411764703,3.0,9.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
var_mean_house_area,optimized_task_config_70,False,81.0,,,,198.7197148036012,3.0,9.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
Rop,optimized_task_config_70,False,81.0,,,,267.0,3.0,9.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_house_area,optimized_task_config_74,False,117.0,11.95788888888889,18.35363636363636,8.472249999999999,12.65390522875817,3.0,10.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_74,False,117.0,3.433333333333333,3.5454545454545454,3.2,3.411764705882353,3.0,10.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_74,False,117.0,2.0,2.0,1.1,1.8235294117647056,3.0,10.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_74,False,117.0,,,,180.04439483905762,3.0,10.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
Rop,optimized_task_config_74,False,117.0,,,,286.0,3.0,10.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_75,False,221.0,9.460277777777778,25.954545454545453,9.902,13.104477124183008,3.0,9.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_75,False,221.0,1.9,1.2727272727272727,1.4,1.6666666666666667,3.0,9.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_75,False,221.0,1.6,1.2727272727272727,1.4,1.4901960784313726,3.0,9.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_75,False,221.0,,,,203.7420987462088,3.0,9.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
Rop,optimized_task_config_75,False,221.0,,,,273.0,3.0,9.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_76,False,184.0,10.95611111111111,18.56272727272727,8.19575,12.055506535947712,3.0,10.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_76,False,184.0,3.1333333333333333,2.8181818181818183,3.2,3.07843137254902,3.0,10.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_76,False,184.0,2.2666666666666666,2.8181818181818183,1.2,2.176470588235294,3.0,10.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_76,False,184.0,,,,184.30768189211412,3.0,10.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
Rop,optimized_task_config_76,False,184.0,,,,281.0,3.0,10.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_77,False,118.0,15.16174603174603,35.231428571428566,13.804285714285712,18.90419047619048,3.0,7.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_77,False,118.0,1.7142857142857142,2.0,1.4285714285714286,1.7142857142857142,3.0,7.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_77,False,118.0,1.0952380952380951,1.1428571428571428,1.0,1.0857142857142856,3.0,7.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_77,False,118.0,,,,174.84744255895694,3.0,7.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
Rop,optimized_task_config_77,False,118.0,,,,111.0,3.0,7.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_78,False,18.0,12.130444444444445,21.42,5.129250000000001,12.761290849673202,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,1.2,ver2,housing_points,house_type,7.0,house_type,,False
mean_wait_turn,optimized_task_config_78,False,18.0,2.933333333333333,3.090909090909091,3.8,3.1372549019607843,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,1.2,ver2,housing_points,house_type,7.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_78,False,18.0,2.1666666666666665,2.0,2.4,2.176470588235294,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,1.2,ver2,housing_points,house_type,7.0,house_type,,False
var_mean_house_area,optimized_task_config_78,False,18.0,,,,192.0679900139904,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,1.2,ver2,housing_points,house_type,7.0,house_type,,False
Rop,optimized_task_config_78,False,18.0,,,,315.0,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,1.2,ver2,housing_points,house_type,7.0,house_type,,False
mean_house_area,optimized_task_config_79,False,79.0,11.124444444444444,26.69,5.6425,13.406830065359475,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
mean_wait_turn,optimized_task_config_79,False,79.0,2.9,2.1818181818181817,3.9,2.9411764705882355,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_79,False,79.0,2.4,2.0,2.4,2.313725490196078,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
var_mean_house_area,optimized_task_config_79,False,79.0,,,,218.92525699944457,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
Rop,optimized_task_config_79,False,79.0,,,,334.0,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
mean_house_area,optimized_task_config_80,False,119.0,12.05711111111111,21.90909090909091,6.35625,13.064232026143792,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_80,False,119.0,3.3666666666666667,2.727272727272727,3.9,3.333333333333333,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_80,False,119.0,3.066666666666667,2.636363636363636,3.1,2.980392156862745,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_80,False,119.0,,,,195.6944866242684,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
Rop,optimized_task_config_80,False,119.0,,,,313.0,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_81,False,277.0,11.983611111111111,18.007272727272724,7.006,12.306830065359478,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_81,False,277.0,3.6666666666666665,4.181818181818182,4.3,3.901960784313725,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_81,False,277.0,3.333333333333333,3.4545454545454546,2.4,3.176470588235294,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_81,False,277.0,,,,180.97651309966247,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
Rop,optimized_task_config_81,False,277.0,,,,288.0,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_82,False,107.0,10.94288888888889,21.700909090909093,8.43775,12.772042483660131,3.0,8.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_82,False,107.0,2.3666666666666667,2.363636363636364,2.4,2.372549019607843,3.0,8.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_82,False,107.0,2.1,1.6363636363636365,2.4,2.0588235294117645,3.0,8.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_82,False,107.0,,,,186.92501305320604,3.0,8.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
Rop,optimized_task_config_82,False,107.0,,,,255.0,3.0,8.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_83,False,220.0,12.735555555555557,28.6,10.580555555555556,15.67329365079365,3.0,7.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_83,False,220.0,2.458333333333333,2.4444444444444446,1.8888888888888888,2.333333333333333,3.0,7.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_83,False,220.0,2.125,2.0,1.5555555555555556,1.9761904761904765,3.0,7.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_83,False,220.0,,,,203.28963511747293,3.0,7.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
Rop,optimized_task_config_83,False,220.0,,,,189.0,3.0,7.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_84,False,255.0,11.530222222222225,25.36909090909091,6.741249999999999,13.576062091503267,3.0,9.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_84,False,255.0,2.6,1.6363636363636365,3.2,2.5098039215686274,3.0,9.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_84,False,255.0,1.6333333333333333,1.6363636363636365,1.1,1.5294117647058822,3.0,9.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_84,False,255.0,,,,208.60023880932545,3.0,9.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
Rop,optimized_task_config_84,False,255.0,,,,331.0,3.0,9.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_85,False,231.0,20.848,26.75,11.90125,20.82925,3.0,4.0,7.0,1.0,10.0,3.0,12.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_85,False,231.0,1.4,2.0,1.5,1.6,3.0,4.0,7.0,1.0,10.0,3.0,12.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_85,False,231.0,1.4,1.0,1.5,1.3,3.0,4.0,7.0,1.0,10.0,3.0,12.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_85,False,231.0,,,,140.93976978472224,3.0,4.0,7.0,1.0,10.0,3.0,12.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_85,False,231.0,,,,6.0,3.0,4.0,7.0,1.0,10.0,3.0,12.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_86,False,95.0,19.139666666666663,44.5,6.04375,24.12858333333333,3.0,5.0,7.0,1.0,10.0,3.0,12.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_86,False,95.0,1.4,1.0,2.0,1.4,3.0,5.0,7.0,1.0,10.0,3.0,12.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_86,False,95.0,1.4,1.0,1.5,1.3,3.0,5.0,7.0,1.0,10.0,3.0,12.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_86,False,95.0,,,,214.71704334027777,3.0,5.0,7.0,1.0,10.0,3.0,12.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_86,False,95.0,,,,14.0,3.0,5.0,7.0,1.0,10.0,3.0,12.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_87,True,191.0,18.9572$\pm$2.6278,41.8833$\pm$0.5033,11.9094$\pm$0.2781,25.4152$\pm$2.2083,3.0,3.0000$\pm$1.0000,6.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_87,True,191.0,1.5500$\pm$0.0500,1.0000$\pm$0.0000,2.0000$\pm$0.0000,1.4500$\pm$0.0500,3.0,3.0000$\pm$1.0000,6.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_87,True,191.0,1.0000$\pm$0.0000,1.0000$\pm$0.0000,1.7500$\pm$0.2500,1.1500$\pm$0.0500,3.0,3.0000$\pm$1.0000,6.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_87,True,191.0,,,,171.8347$\pm$29.0979,3.0,3.0000$\pm$1.0000,6.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_87,True,191.0,,,,8.0000$\pm$7.0000,3.0,3.0000$\pm$1.0000,6.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_88,False,142.0,10.768611111111111,21.503636363636364,8.208,12.581928104575162,3.0,9.0,6.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_88,False,142.0,1.933333333333333,2.090909090909091,2.4,2.0588235294117645,3.0,9.0,6.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_88,False,142.0,1.7,1.9090909090909087,1.9,1.7843137254901962,3.0,9.0,6.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_88,False,142.0,,,,181.20535788372,3.0,9.0,6.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
Rop,optimized_task_config_88,False,142.0,,,,254.0,3.0,9.0,6.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_89,False,94.0,9.29338888888889,21.438181818181818,9.486,11.95062091503268,3.0,10.0,6.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_89,False,94.0,3.466666666666667,2.1818181818181817,2.2,2.9411764705882355,3.0,10.0,6.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_89,False,94.0,2.466666666666667,2.1818181818181817,1.4,2.196078431372549,3.0,10.0,6.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_89,False,94.0,,,,190.0949454205647,3.0,10.0,6.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
Rop,optimized_task_config_89,False,94.0,,,,288.0,3.0,10.0,6.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_90,True,170.0,22.7669$\pm$0.0192,43.6100$\pm$0.0000,11.6875$\pm$0.5000,27.8681$\pm$0.0929,3.0,2.5000$\pm$0.5000,6.0,1.0,8.0,4.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_90,True,170.0,1.6667$\pm$0.3333,1.5000$\pm$0.0000,2.0000$\pm$0.0000,1.6667$\pm$0.1667,3.0,2.5000$\pm$0.5000,6.0,1.0,8.0,4.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_90,True,170.0,1.6667$\pm$0.3333,1.5000$\pm$0.0000,2.0000$\pm$0.0000,1.6667$\pm$0.1667,3.0,2.5000$\pm$0.5000,6.0,1.0,8.0,4.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_90,True,170.0,,,,147.4573$\pm$2.2561,3.0,2.5000$\pm$0.5000,6.0,1.0,8.0,4.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_90,True,170.0,,,,4.0000$\pm$1.0000,3.0,2.5000$\pm$0.5000,6.0,1.0,8.0,4.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_91,False,19.0,22.395,36.08,12.175,25.25333333333333,3.0,3.0,6.0,1.0,8.0,4.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_91,False,19.0,2.0,1.0,2.0,1.6666666666666667,3.0,3.0,6.0,1.0,8.0,4.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_91,False,19.0,2.0,1.0,2.0,1.6666666666666667,3.0,3.0,6.0,1.0,8.0,4.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_91,False,19.0,,,,96.11031388888888,3.0,3.0,6.0,1.0,8.0,4.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_91,False,19.0,,,,3.0,3.0,3.0,6.0,1.0,8.0,4.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_96,False,224.0,9.136333333333331,26.473636363636366,10.75705,13.193539215686274,3.0,8.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_96,False,224.0,2.533333333333333,1.4545454545454546,1.5,2.0980392156862746,3.0,8.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_96,False,224.0,1.3666666666666667,1.4545454545454546,1.0,1.3137254901960784,3.0,8.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_96,False,224.0,,,,216.7905581651288,3.0,8.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
Rop,optimized_task_config_96,False,224.0,,,,289.0,3.0,8.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
