,ex_name,multi_ex,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
mean_house_area,optimized_task_config_0,False,247.0,11.738111111111111,21.637272727272727,6.496,12.84535947712418,1.0,10.0,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,,ver1,priority,portionfamily_members_num,3.0,random_avg,[1.0],
mean_wait_turn,optimized_task_config_0,False,247.0,3.3,2.8181818181818183,3.8,3.294117647058824,1.0,10.0,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,,ver1,priority,portionfamily_members_num,3.0,random_avg,[1.0],
mean_idle_wait_turn,optimized_task_config_0,False,247.0,2.2333333333333334,2.0,2.4,2.215686274509804,1.0,10.0,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,,ver1,priority,portionfamily_members_num,3.0,random_avg,[1.0],
var_mean_house_area,optimized_task_config_0,False,247.0,,,,196.17184807339052,1.0,10.0,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,,ver1,priority,portionfamily_members_num,3.0,random_avg,[1.0],
Rop,optimized_task_config_0,False,247.0,,,,324.0,1.0,10.0,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,,ver1,priority,portionfamily_members_num,3.0,random_avg,[1.0],
mean_house_area,optimized_task_config_1,False,96.0,12.503777777777778,21.45272727272728,6.593500000000001,13.275065359477123,3.0,8.0,7.0,3.0,2.0,1.0,10.0,1.0,kwaitlist,,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",
mean_wait_turn,optimized_task_config_1,False,96.0,5.833333333333333,5.454545454545454,5.9,5.764705882352941,3.0,8.0,7.0,3.0,2.0,1.0,10.0,1.0,kwaitlist,,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",
mean_idle_wait_turn,optimized_task_config_1,False,96.0,5.133333333333334,4.2727272727272725,5.3,4.980392156862745,3.0,8.0,7.0,3.0,2.0,1.0,10.0,1.0,kwaitlist,,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",
var_mean_house_area,optimized_task_config_1,False,96.0,,,,196.09366415694817,3.0,8.0,7.0,3.0,2.0,1.0,10.0,1.0,kwaitlist,,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",
Rop,optimized_task_config_1,False,96.0,,,,321.0,3.0,8.0,7.0,3.0,2.0,1.0,10.0,1.0,kwaitlist,,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",
mean_house_area,optimized_task_config_100,False,40.0,19.54583333333333,40.125,12.2675,26.32183333333333,2.0,1.0,3.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_100,False,40.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_100,False,40.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_100,False,40.0,,,,144.37541511111112,2.0,1.0,3.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_100,False,40.0,,,,1.0,2.0,1.0,3.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_101,False,195.0,11.1875,43.355,15.375,24.892000000000003,3.0,2.0,7.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_101,False,195.0,1.5,1.5,1.0,1.4,3.0,2.0,7.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_101,False,195.0,1.0,1.5,1.0,1.2,3.0,2.0,7.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_101,False,195.0,,,,280.190606,3.0,2.0,7.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
Rop,optimized_task_config_101,False,195.0,,,,3.0,3.0,2.0,7.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_102,False,7.0,25.131666666666668,44.455,11.535,30.14166666666667,3.0,1.0,3.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_102,False,7.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_102,False,7.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_102,False,7.0,,,,173.85773111111112,3.0,1.0,3.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_102,False,7.0,,,,3.0,3.0,1.0,3.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_103,False,144.0,11.727277777777775,17.798181818181817,8.12225,12.329820261437913,3.0,8.0,6.0,1.0,8.0,1.0,12.0,1.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_103,False,144.0,2.466666666666667,2.636363636363636,2.0,2.411764705882353,3.0,8.0,6.0,1.0,8.0,1.0,12.0,1.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_103,False,144.0,1.8666666666666667,2.090909090909091,1.6,1.862745098039216,3.0,8.0,6.0,1.0,8.0,1.0,12.0,1.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_103,False,144.0,,,,175.09521218174632,3.0,8.0,6.0,1.0,8.0,1.0,12.0,1.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
Rop,optimized_task_config_103,False,144.0,,,,252.0,3.0,8.0,6.0,1.0,8.0,1.0,12.0,1.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_104,False,209.0,11.908444444444443,19.482727272727274,8.257249999999999,12.826192810457515,3.0,9.0,6.0,1.0,8.0,1.0,12.0,1.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_104,False,209.0,3.066666666666667,2.4545454545454546,3.2,2.9607843137254903,3.0,9.0,6.0,1.0,8.0,1.0,12.0,1.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_104,False,209.0,2.8,2.4545454545454546,2.5,2.6666666666666665,3.0,9.0,6.0,1.0,8.0,1.0,12.0,1.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_104,False,209.0,,,,192.2666592117348,3.0,9.0,6.0,1.0,8.0,1.0,12.0,1.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
Rop,optimized_task_config_104,False,209.0,,,,296.0,3.0,9.0,6.0,1.0,8.0,1.0,12.0,1.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_105,False,44.0,22.370833333333334,43.71,15.0,29.43233333333333,3.0,2.0,6.0,1.0,9.0,4.0,10.0,2.0,kwaitlist,1.2,ver1,base,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_105,False,44.0,1.5,2.0,1.0,1.6,3.0,2.0,6.0,1.0,9.0,4.0,10.0,2.0,kwaitlist,1.2,ver1,base,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_105,False,44.0,1.0,2.0,1.0,1.4,3.0,2.0,6.0,1.0,9.0,4.0,10.0,2.0,kwaitlist,1.2,ver1,base,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_105,False,44.0,,,,144.76391511111112,3.0,2.0,6.0,1.0,9.0,4.0,10.0,2.0,kwaitlist,1.2,ver1,base,house_type,2.0,house_type,,False
Rop,optimized_task_config_105,False,44.0,,,,1.0,3.0,2.0,6.0,1.0,9.0,4.0,10.0,2.0,kwaitlist,1.2,ver1,base,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_106,False,133.0,14.793695652173913,23.35111111111111,10.0159375,15.7635625,3.0,8.0,7.0,1.0,9.0,1.0,12.0,2.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
mean_wait_turn,optimized_task_config_106,False,133.0,2.260869565217391,2.111111111111111,2.125,2.2,3.0,8.0,7.0,1.0,9.0,1.0,12.0,2.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_106,False,133.0,2.0,2.111111111111111,1.25,1.875,3.0,8.0,7.0,1.0,9.0,1.0,12.0,2.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
var_mean_house_area,optimized_task_config_106,False,133.0,,,,176.64857350651044,3.0,8.0,7.0,1.0,9.0,1.0,12.0,2.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
Rop,optimized_task_config_106,False,133.0,,,,128.0,3.0,8.0,7.0,1.0,9.0,1.0,12.0,2.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
mean_house_area,optimized_task_config_107,False,229.0,21.295,21.41,0.0,17.784166666666664,3.0,2.0,3.0,1.0,8.0,4.0,12.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_107,False,229.0,1.0,2.0,2.0,1.5,3.0,2.0,3.0,1.0,8.0,4.0,12.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_107,False,229.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,8.0,4.0,12.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_107,False,229.0,,,,216.48860347222225,3.0,2.0,3.0,1.0,8.0,4.0,12.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
Rop,optimized_task_config_107,False,229.0,,,,4.0,3.0,2.0,3.0,1.0,8.0,4.0,12.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_108,False,267.0,10.354333333333331,24.733636363636364,8.0263,12.999274509803922,3.0,9.0,7.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_108,False,267.0,2.8666666666666667,3.272727272727273,2.6,2.9019607843137254,3.0,9.0,7.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_108,False,267.0,2.5,2.5454545454545454,1.9,2.392156862745098,3.0,9.0,7.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_108,False,267.0,,,,221.38958276560297,3.0,9.0,7.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
Rop,optimized_task_config_108,False,267.0,,,,277.0,3.0,9.0,7.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_109,False,205.0,15.895333333333332,0.0,11.89625,10.326916666666667,3.0,5.0,7.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_109,False,205.0,1.8,4.0,1.0,2.3,3.0,5.0,7.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_109,False,205.0,1.2,1.0,1.0,1.1,3.0,5.0,7.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_109,False,205.0,,,,94.71474472916664,3.0,5.0,7.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_109,False,205.0,,,,6.0,3.0,5.0,7.0,1.0,9.0,3.0,13.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_110,False,20.0,22.0875,36.18,12.1875,25.7445,3.0,1.0,3.0,1.0,9.0,3.0,14.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_110,False,20.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,9.0,3.0,14.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_110,False,20.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,9.0,3.0,14.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_110,False,20.0,,,,115.769396,3.0,1.0,3.0,1.0,9.0,3.0,14.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_110,False,20.0,,,,1.0,3.0,1.0,3.0,1.0,9.0,3.0,14.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_111,False,208.0,22.3175,43.400000000000006,11.525,28.592,3.0,1.0,3.0,1.0,9.0,3.0,14.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_111,False,208.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,9.0,3.0,14.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_111,False,208.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,9.0,3.0,14.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_111,False,208.0,,,,164.257906,3.0,1.0,3.0,1.0,9.0,3.0,14.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_111,False,208.0,,,,2.0,3.0,1.0,3.0,1.0,9.0,3.0,14.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_113,False,180.0,21.997222222222224,43.35,12.1875,27.47986111111111,3.0,2.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_113,False,180.0,1.3333333333333333,1.5,1.0,1.3333333333333333,3.0,2.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_113,False,180.0,1.3333333333333333,1.5,1.0,1.3333333333333333,3.0,2.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_113,False,180.0,,,,138.94990981867284,3.0,2.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
Rop,optimized_task_config_113,False,180.0,,,,1.0,3.0,2.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_114,False,207.0,10.538833333333336,23.34363636363636,8.198,12.841666666666663,3.0,10.0,6.0,1.0,2.0,5.0,10.0,5.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_114,False,207.0,4.666666666666667,4.363636363636363,4.2,4.509803921568627,3.0,10.0,6.0,1.0,2.0,5.0,10.0,5.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_114,False,207.0,3.9,3.636363636363636,3.0,3.6666666666666665,3.0,10.0,6.0,1.0,2.0,5.0,10.0,5.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_114,False,207.0,,,,198.13375106209145,3.0,10.0,6.0,1.0,2.0,5.0,10.0,5.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
Rop,optimized_task_config_114,False,207.0,,,,264.0,3.0,10.0,6.0,1.0,2.0,5.0,10.0,5.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_115,False,69.0,18.99333333333333,41.375,11.525,26.45233333333333,2.0,3.0,3.0,1.0,9.0,4.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_115,False,69.0,2.0,1.0,2.0,1.6,2.0,3.0,3.0,1.0,9.0,4.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_115,False,69.0,1.5,1.0,2.0,1.4,2.0,3.0,3.0,1.0,9.0,4.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_115,False,69.0,,,,166.44805511111113,2.0,3.0,3.0,1.0,9.0,4.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
Rop,optimized_task_config_115,False,69.0,,,,2.0,2.0,3.0,3.0,1.0,9.0,4.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_116,False,158.0,15.073333333333332,44.45,14.5,24.77,3.0,4.0,3.0,1.0,8.0,5.0,11.0,2.0,kwaitlist,,ver1,base,house_type,3.0,house_type,,False
mean_wait_turn,optimized_task_config_116,False,158.0,2.0,1.0,1.0,1.5,3.0,4.0,3.0,1.0,8.0,5.0,11.0,2.0,kwaitlist,,ver1,base,house_type,3.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_116,False,158.0,1.3333333333333333,1.0,1.0,1.1666666666666667,3.0,4.0,3.0,1.0,8.0,5.0,11.0,2.0,kwaitlist,,ver1,base,house_type,3.0,house_type,,False
var_mean_house_area,optimized_task_config_116,False,158.0,,,,250.565,3.0,4.0,3.0,1.0,8.0,5.0,11.0,2.0,kwaitlist,,ver1,base,house_type,3.0,house_type,,False
Rop,optimized_task_config_116,False,158.0,,,,6.0,3.0,4.0,3.0,1.0,8.0,5.0,11.0,2.0,kwaitlist,,ver1,base,house_type,3.0,house_type,,False
mean_house_area,optimized_task_config_117,False,125.0,21.64611111111111,22.255,15.075,20.753888888888888,3.0,3.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_117,False,125.0,2.0,2.0,3.0,2.1666666666666665,3.0,3.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_117,False,125.0,2.0,1.0,3.0,1.8333333333333333,3.0,3.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_117,False,125.0,,,,172.7942672839506,3.0,3.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_117,False,125.0,,,,0.0,3.0,3.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_118,False,47.0,6.864111111111112,26.94636363636364,6.933,11.20908496732026,3.0,10.0,3.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,1.2,ver1,priority,house_type,5.0,house_type,,False
mean_wait_turn,optimized_task_config_118,False,47.0,3.066666666666667,1.818181818181818,2.5,2.6862745098039214,3.0,10.0,3.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,1.2,ver1,priority,house_type,5.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_118,False,47.0,2.2,1.6363636363636365,1.7,1.9803921568627447,3.0,10.0,3.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,1.2,ver1,priority,house_type,5.0,house_type,,False
var_mean_house_area,optimized_task_config_118,False,47.0,,,,225.35285883047115,3.0,10.0,3.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,1.2,ver1,priority,house_type,5.0,house_type,,False
Rop,optimized_task_config_118,False,47.0,,,,306.0,3.0,10.0,3.0,1.0,9.0,1.0,10.0,5.0,kwaitlist,1.2,ver1,priority,house_type,5.0,house_type,,False
mean_house_area,optimized_task_config_120,False,93.0,12.879444444444443,44.505,12.175,23.30388888888889,3.0,2.0,3.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_120,False,93.0,1.3333333333333333,1.0,1.0,1.1666666666666667,3.0,2.0,3.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_120,False,93.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_120,False,93.0,,,,266.2881839506173,3.0,2.0,3.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
Rop,optimized_task_config_120,False,93.0,,,,5.0,3.0,2.0,3.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver1,base,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_121,False,80.0,7.224333333333333,17.95727272727273,6.603500000000001,9.417549019607842,3.0,9.0,6.0,2.0,1.0,1.0,14.0,1.0,kwaitlist,,ver2,priority,house_type,3.0,house_type,,False
mean_wait_turn,optimized_task_config_121,False,80.0,7.933333333333334,7.181818181818182,6.7,7.529411764705882,3.0,9.0,6.0,2.0,1.0,1.0,14.0,1.0,kwaitlist,,ver2,priority,house_type,3.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_121,False,80.0,7.733333333333333,7.181818181818182,4.8,7.03921568627451,3.0,9.0,6.0,2.0,1.0,1.0,14.0,1.0,kwaitlist,,ver2,priority,house_type,3.0,house_type,,False
var_mean_house_area,optimized_task_config_121,False,80.0,,,,181.14207661796743,3.0,9.0,6.0,2.0,1.0,1.0,14.0,1.0,kwaitlist,,ver2,priority,house_type,3.0,house_type,,False
Rop,optimized_task_config_121,False,80.0,,,,259.0,3.0,9.0,6.0,2.0,1.0,1.0,14.0,1.0,kwaitlist,,ver2,priority,house_type,3.0,house_type,,False
mean_house_area,optimized_task_config_122,False,278.0,14.447222222222225,36.13,12.175,21.29611111111112,3.0,3.0,3.0,1.0,8.0,5.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,3.0,house_type,,False
mean_wait_turn,optimized_task_config_122,False,278.0,2.333333333333333,1.0,3.0,2.0,3.0,3.0,3.0,1.0,8.0,5.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,3.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_122,False,278.0,1.6666666666666667,1.0,3.0,1.6666666666666667,3.0,3.0,3.0,1.0,8.0,5.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,3.0,house_type,,False
